system:index,area,band,class,class_name,.geo
29_0_6,31185.218200818654,classification_2014,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_7,100.61333884111602,classification_2014,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_8,4327.8163863299715,classification_2014,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_9,0.5786407681884763,classification_2014,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_10,850.0117251281748,classification_2014,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_11,1133.0716648888513,classification_2014,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_12,2.7109307515258783,classification_2014,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_13,195.92669982299813,classification_2014,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_14,339.08490200591365,classification_2014,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_15,13.214616193847645,classification_2014,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_16,0.01406718469238281,classification_2014,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_17,3.5410151171875,classification_2014,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_18,5475.281607500167,classification_2014,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_19,63.596620695068246,classification_2014,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_20,2.95676407727049,classification_2014,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_21,59.29593063122548,classification_2014,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_22,14.880950541259745,classification_2014,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_23,0.2310424818725586,classification_2014,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_24,285.5645831167722,classification_2014,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_0,20.727681387817128,classification_2015,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_1,308991.7443481151,classification_2015,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_2,22040.863741881603,classification_2015,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_3,872.239897577117,classification_2015,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_4,80.12747550036609,classification_2015,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_5,5543.519173087186,classification_2015,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_6,31022.380611070195,classification_2015,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_7,101.6436363742583,classification_2015,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_8,4276.984839247645,classification_2015,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_9,2.397170527343749,classification_2015,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_10,857.8574523858645,classification_2015,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_11,1126.0192127573894,classification_2015,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_12,2.7205131956176754,classification_2015,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_13,203.2308278026124,classification_2015,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_14,363.2818446957309,classification_2015,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_15,14.238723147033674,classification_2015,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_16,0.017584001525878905,classification_2015,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_17,3.3545962099609397,classification_2015,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_18,5461.343382555996,classification_2015,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_19,70.60048688806198,classification_2015,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_20,10.00291281884763,classification_2015,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_21,54.74083638476541,classification_2015,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_22,13.5248252073364,classification_2015,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_23,0.3079107321166993,classification_2015,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_24,286.4062470404185,classification_2015,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_0,20.29034236389136,classification_2016,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_1,308964.38623510016,classification_2016,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_2,22047.28981452053,classification_2016,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_3,855.8605134180866,classification_2016,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_4,81.49984621838372,classification_2016,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_5,5279.083810844815,classification_2016,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_6,31277.541768308947,classification_2016,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_7,103.02697830357991,classification_2016,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_8,4281.464116911133,classification_2016,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_9,2.4232985455932665,classification_2016,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_10,895.1549644591056,classification_2016,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_11,1125.2329366211,classification_2016,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_12,2.764398615905761,classification_2016,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_13,203.22232112658656,classification_2016,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_14,365.78408788384104,classification_2016,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_15,17.4124921433105,classification_2016,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_16,0.014946397705078125,classification_2016,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_17,3.3222315595703136,classification_2016,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_18,5444.070913298573,classification_2016,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_19,81.04757423517052,classification_2016,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_20,12.949663559814354,classification_2016,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_21,54.40914914941417,classification_2016,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_22,13.735340603454551,classification_2016,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_23,0.2922827607421875,classification_2016,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_24,287.9959036430008,classification_2016,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_0,21.38640325238014,classification_2017,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_1,308956.4721476733,classification_2017,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_2,22080.489081720334,classification_2017,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_3,840.8099638918983,classification_2017,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_4,82.4278060737304,classification_2017,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_5,5529.831690897667,classification_2017,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_6,30941.2801668499,classification_2017,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_7,104.04596114299655,classification_2017,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_8,4357.715436213625,classification_2017,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_9,2.4067532524414106,classification_2017,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_10,867.6851648488779,classification_2017,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_11,1111.9870304714605,classification_2017,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_12,2.7576815550537104,classification_2017,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_13,215.39122227343645,classification_2017,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_14,356.736390135366,classification_2017,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_15,21.451595540039065,classification_2017,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_16,0.016704806518554684,classification_2017,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_17,3.44056196081543,classification_2017,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_18,5478.912918187732,classification_2017,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_19,89.49438677380515,classification_2017,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_20,5.397770207824693,classification_2017,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_21,50.138696890320034,classification_2017,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_22,12.535598927734354,classification_2017,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_23,0.3688855424194336,classification_2017,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_24,287.09591150292823,classification_2017,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_0,22.093768109618903,classification_2018,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_1,308916.1408189936,classification_2018,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_2,21972.42536171549,classification_2018,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_3,840.0346273210386,classification_2018,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_4,89.7089556815185,classification_2018,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_5,5630.33844064079,classification_2018,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_6,30855.717308252784,classification_2018,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_7,104.01065260387281,classification_2018,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_8,4459.223420462308,classification_2018,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_9,2.4001893663940472,classification_2018,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_10,917.1360065141009,classification_2018,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_11,1110.3187137956147,classification_2018,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_12,2.7688864413452134,classification_2018,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_13,208.8045561491084,classification_2018,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_14,346.35337752013174,classification_2018,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_15,22.555470461669955,classification_2018,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_16,0.013187997924804688,classification_2018,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_17,3.3665745415039066,classification_2018,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_18,5460.426331123275,classification_2018,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_19,91.64581470697098,classification_2018,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_20,3.8316223030395515,classification_2018,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_21,60.653722381713855,classification_2018,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_22,12.36599061883543,classification_2018,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_23,0.40540516680908206,classification_2018,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_24,287.53672772253776,classification_2018,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_0,26.66529013384984,classification_2019,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_1,308911.72179183044,classification_2019,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_2,21919.735718301148,classification_2019,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_3,846.3041766486162,classification_2019,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_4,94.7746709594116,classification_2019,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_5,5455.434527857611,classification_2019,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_6,31088.748714372286,classification_2019,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_7,102.4341306116249,classification_2019,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_8,4454.059889519012,classification_2019,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_9,2.4079791153564485,classification_2019,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_10,869.8567395223401,classification_2019,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_11,1080.252086308185,classification_2019,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_12,2.748037071105956,classification_2019,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_13,208.42690758459497,classification_2019,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_14,367.77344906297986,classification_2019,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_15,23.309758207397472,classification_2019,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_16,0.012308803649902344,classification_2019,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_17,2.868992817016602,classification_2019,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_18,5495.858459706842,classification_2019,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_19,93.68331172656353,classification_2019,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_20,4.610812367004373,classification_2019,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_21,66.36662417932126,classification_2019,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_22,13.75027882409666,classification_2019,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_23,0.3565413876953125,classification_2019,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_24,288.1147336740745,classification_2019,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_0,36.505909279296645,classification_2020,0,Non Observed,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_1,308584.9956019514,classification_2020,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_2,21770.69948339197,classification_2020,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_3,788.4118639796683,classification_2020,5,Magrove,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_4,95.04653558624267,classification_2020,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_5,5080.524722020013,classification_2020,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_6,31085.569248302472,classification_2020,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_7,99.64900908727444,classification_2020,13,Other Non Forest Natural Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_8,5016.628765883129,classification_2020,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_9,2.4146902063598663,classification_2020,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_10,970.0192262909533,classification_2020,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_11,1051.3648471466975,classification_2020,23,Beach and Dune,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_12,2.864295934875487,classification_2020,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_13,224.98485739068667,classification_2020,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_14,366.92934523900504,classification_2020,29,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_15,23.424025088256837,classification_2020,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_16,0.01846320550537109,classification_2020,31,Aquaculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_17,1.5978872011718757,classification_2020,32,Salt flat,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_18,5753.270278477512,classification_2020,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_19,98.36266461920327,classification_2020,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_20,11.339135016784638,classification_2020,40,Rice,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_21,53.114215113830696,classification_2020,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_22,13.762891590270975,classification_2020,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_23,0.014075309326171875,classification_2020,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_24,0.3547989611816407,classification_2020,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_25,288.4090943180501,classification_2020,49,Wooded Restinga,"{""type"":""MultiPoint"",""coordinates"":[]}"
